date,open,high,low,close,adj_close,volume,ci,ci14,ci20,ci14_diff,ci20_diff
2024-05-28,2715.52001953125,2730.1201171875,2714.340087890625,2722.85009765625,2722.85009765625,441000,23.0,66.0,56.0,61.194029850746276,52.92887029288703
2024-05-29,2719.56005859375,2721.6298828125,2677.070068359375,2677.300048828125,2677.300048828125,439000,-94.0,50.0,53.0,62.126865671641795,55.020920502092046
2024-05-30,2666.6298828125,2666.6298828125,2635.43994140625,2635.43994140625,2635.43994140625,371900,-231.0,26.0,41.0,61.194029850746276,55.020920502092046
2024-05-31,2657.8701171875,2664.47998046875,2635.77001953125,2636.52001953125,2636.52001953125,613700,-191.0,5.0,29.0,60.44776119402985,55.020920502092046
2024-06-03,2657.81005859375,2690.72998046875,2657.81005859375,2682.52001953125,2682.52001953125,782300,-99.0,-9.0,23.0,61.56716417910448,56.27615062761506
2024-06-04,2668.72998046875,2679.469970703125,2659.429931640625,2662.10009765625,2662.10009765625,773500,-117.0,-24.0,15.0,61.194029850746276,57.53138075313807
2024-06-05,2681.110107421875,2697.429931640625,2667.6298828125,2689.5,2689.5,881500,-62.0,-38.0,6.0,59.701492537313435,58.36820083682008
2024-06-07,2718.25,2729.6298828125,2705.22998046875,2722.669921875,2722.669921875,783900,27.0,-41.0,1.0,60.07462686567165,59.8326359832636
2024-06-10,2698.7099609375,2718.889892578125,2689.18994140625,2701.169921875,2701.169921875,506900,-12.0,-48.0,-4.0,59.88805970149254,61.297071129707106
2024-06-11,2716.719970703125,2718.8798828125,2702.169921875,2705.320068359375,2705.320068359375,558900,6.0,-52.0,-10.0,59.701492537313435,62.13389121338912
2024-06-12,2709.64990234375,2730.300048828125,2707.43994140625,2728.169921875,2728.169921875,511000,43.0,-51.0,-12.0,60.26119402985075,64.43514644351464
2024-06-13,2764.179931640625,2776.719970703125,2752.610107421875,2754.889892578125,2754.889892578125,700000,138.0,-44.0,-10.0,61.94029850746269,66.52719665271967
2024-06-14,2759.219970703125,2769.159912109375,2750.860107421875,2758.419921875,2758.419921875,645000,133.0,-31.0,-10.0,64.73880597014926,67.57322175732217
2024-06-17,2754.830078125,2759.860107421875,2741.030029296875,2744.10009765625,2744.10009765625,594000,100.0,-24.0,-8.0,66.23134328358209,68.82845188284519
2024-06-18,2765.699951171875,2772.35009765625,2759.030029296875,2763.919921875,2763.919921875,561500,135.0,-16.0,-6.0,66.7910447761194,69.8744769874477
2024-06-19,2786.159912109375,2799.320068359375,2786.159912109375,2797.330078125,2797.330078125,645700,178.0,3.0,0.0,69.58955223880598,71.33891213389121
2024-06-20,2802.10009765625,2812.6201171875,2796.3701171875,2807.6298828125,2807.6298828125,758200,170.0,32.0,7.0,73.50746268656717,72.17573221757323
2024-06-21,2794.8701171875,2797.0,2777.330078125,2784.260009765625,2784.260009765625,631100,115.0,54.0,11.0,74.6268656716418,71.5481171548117
2024-06-24,2772.85009765625,2782.89990234375,2758.090087890625,2764.72998046875,2764.72998046875,592800,75.0,66.0,17.0,73.69402985074628,70.7112970711297
2024-06-25,2765.760009765625,2780.419921875,2765.760009765625,2774.389892578125,2774.389892578125,714200,74.0,80.0,21.0,73.88059701492537,70.0836820083682
2024-06-26,2767.429931640625,2792.070068359375,2762.97998046875,2792.050048828125,2792.050048828125,534300,79.0,90.0,23.0,73.88059701492537,68.61924686192468
2024-06-27,2767.6201171875,2784.330078125,2761.550048828125,2784.06005859375,2784.06005859375,396700,64.0,93.0,31.0,72.76119402985074,68.20083682008368
2024-06-28,2792.7900390625,2797.820068359375,2782.39990234375,2797.820068359375,2797.820068359375,610600,82.0,99.0,47.0,72.94776119402985,70.29288702928869
2024-07-01,2792.9599609375,2805.949951171875,2783.97998046875,2804.31005859375,2804.31005859375,458800,88.0,105.0,61.0,73.13432835820896,72.17573221757323
2024-07-02,2798.64990234375,2805.419921875,2776.6201171875,2780.860107421875,2780.860107421875,538400,65.0,107.0,69.0,72.76119402985074,73.22175732217573
2024-07-03,2797.139892578125,2799.699951171875,2774.7099609375,2794.010009765625,2794.010009765625,339800,66.0,102.0,78.0,70.7089552238806,73.84937238493724
2024-07-04,2817.06005859375,2824.93994140625,2808.8798828125,2824.93994140625,2824.93994140625,393200,133.0,102.0,88.0,69.02985074626866,74.89539748953975
2024-07-05,2836.2099609375,2871.9599609375,2836.2099609375,2862.22998046875,2862.22998046875,377600,206.0,109.0,97.0,70.1492537313433,76.77824267782427
2024-07-08,2862.580078125,2868.989990234375,2855.530029296875,2857.760009765625,2857.760009765625,424600,198.0,114.0,107.0,71.26865671641792,78.87029288702928
2024-07-09,2872.6298828125,2875.3701171875,2854.1298828125,2867.3798828125,2867.3798828125,455800,187.0,114.0,116.0,70.33582089552239,79.7071129707113
2024-07-10,2863.050048828125,2871.56005859375,2858.8701171875,2867.989990234375,2867.989990234375,471800,158.0,114.0,122.0,69.96268656716418,79.9163179916318
2024-07-11,2888.760009765625,2896.429931640625,2879.280029296875,2891.35009765625,2891.35009765625,461700,169.0,117.0,124.0,72.57462686567165,79.9163179916318
2024-07-12,2867.75,2872.25,2844.8798828125,2857.0,2857.0,407400,93.0,119.0,122.0,74.4402985074627,78.24267782426779
2024-07-15,2869.14990234375,2872.89990234375,2848.929931640625,2860.919921875,2860.919921875,424500,86.0,120.0,121.0,74.6268656716418,76.56903765690376
2024-07-16,2861.7099609375,2872.2099609375,2857.070068359375,2866.090087890625,2866.090087890625,677300,83.0,120.0,118.0,74.6268656716418,74.68619246861924
2024-07-17,2865.89990234375,2868.580078125,2841.330078125,2843.2900390625,2843.2900390625,548100,51.0,119.0,112.0,75.0,72.59414225941423
2024-07-18,2805.639892578125,2824.35009765625,2799.02001953125,2824.35009765625,2824.35009765625,657700,-13.0,112.0,103.0,74.25373134328359,70.92050209205021
2024-07-19,2800.2099609375,2802.679931640625,2776.989990234375,2795.4599609375,2795.4599609375,425600,-58.0,102.0,94.0,73.13432835820896,70.92050209205021
2024-07-22,2790.989990234375,2795.1201171875,2752.6298828125,2763.510009765625,2763.510009765625,463400,-98.0,90.0,86.0,71.45522388059702,71.5481171548117
2024-07-23,2788.830078125,2796.919921875,2765.81005859375,2774.2900390625,2774.2900390625,422700,-83.0,79.0,78.0,70.1492537313433,71.1297071129707
2024-07-24,2755.5,2778.31005859375,2748.64990234375,2758.7099609375,2758.7099609375,468500,-110.0,62.0,68.0,68.65671641791045,70.7112970711297
2024-07-25,2721.2900390625,2725.14990234375,2703.860107421875,2710.64990234375,2710.64990234375,439600,-179.0,35.0,56.0,64.36567164179105,70.0836820083682
2024-07-26,2724.989990234375,2738.39990234375,2715.75,2731.89990234375,2731.89990234375,513000,-137.0,11.0,45.0,59.701492537313435,68.41004184100419
2024-07-29,2748.320068359375,2776.860107421875,2742.68994140625,2765.530029296875,2765.530029296875,456500,-79.0,-8.0,37.0,56.343283582089555,66.52719665271967
2024-07-30,2744.39990234375,2754.530029296875,2732.820068359375,2738.18994140625,2738.18994140625,392900,-99.0,-27.0,29.0,53.35820895522389,64.64435146443515
2024-07-31,2745.580078125,2770.699951171875,2733.6298828125,2770.68994140625,2770.68994140625,556400,-71.0,-44.0,22.0,49.06716417910448,62.97071129707113
2024-08-01,2787.27001953125,2794.110107421875,2772.969970703125,2777.679931640625,2777.679931640625,480800,-36.0,-53.0,13.0,47.01492537313433,60.87866108786611
2024-08-02,2719.389892578125,2725.050048828125,2666.39990234375,2676.18994140625,2676.18994140625,531800,-141.0,-69.0,-4.0,45.149253731343286,56.90376569037657
2024-08-05,2611.300048828125,2611.300048828125,2386.9599609375,2441.550048828125,2441.550048828125,761900,-319.0,-98.0,-30.0,39.55223880597015,49.79079497907949
2024-08-06,2533.340087890625,2578.77001953125,2491.469970703125,2522.14990234375,2522.14990234375,566300,-218.0,-117.0,-50.0,34.51492537313433,44.35146443514644
2024-08-07,2515.27001953125,2594.830078125,2510.820068359375,2568.409912109375,2568.409912109375,476300,-159.0,-128.0,-66.0,28.544776119402986,38.28451882845188
2024-08-08,2530.2099609375,2570.340087890625,2518.52001953125,2556.72998046875,2556.72998046875,494700,-140.0,-134.0,-81.0,22.01492537313433,31.380753138075313
2024-08-09,2603.080078125,2603.080078125,2575.89990234375,2588.429931640625,2588.429931640625,474200,-94.0,-133.0,-91.0,18.470149253731343,27.405857740585773
2024-08-12,2602.159912109375,2622.860107421875,2602.010009765625,2618.300048828125,2618.300048828125,293100,-66.0,-132.0,-98.0,15.111940298507463,24.476987447698743
2024-08-13,2624.5,2636.1201171875,2607.52001953125,2621.5,2621.5,378500,-52.0,-128.0,-105.0,13.059701492537314,22.594142259414227
2024-08-14,2649.110107421875,2653.7099609375,2632.43994140625,2644.5,2644.5,328700,-30.0,-117.0,-109.0,10.447761194029852,19.456066945606693
2024-08-16,2695.489990234375,2699.610107421875,2680.739990234375,2697.22998046875,2697.22998046875,385900,12.0,-107.0,-108.0,8.582089552238806,16.945606694560666
2024-08-19,2697.969970703125,2699.840087890625,2664.280029296875,2674.360107421875,2674.360107421875,395600,6.0,-100.0,-105.0,7.835820895522389,15.271966527196653
2024-08-20,2699.739990234375,2706.050048828125,2686.06005859375,2696.6298828125,2696.6298828125,484200,24.0,-92.0,-99.0,7.462686567164177,14.435146443514647
2024-08-21,2687.199951171875,2704.97998046875,2684.610107421875,2701.1298828125,2701.1298828125,417300,30.0,-84.0,-93.0,7.649253731343286,13.80753138075314
2024-08-22,2710.949951171875,2711.3798828125,2690.35009765625,2707.669921875,2707.669921875,441800,39.0,-79.0,-85.0,8.395522388059703,13.80753138075314
2024-08-23,2690.800048828125,2712.840087890625,2689.5400390625,2701.68994140625,2701.68994140625,330600,39.0,-66.0,-75.0,8.768656716417908,13.179916317991633
2024-08-26,2716.8798828125,2718.469970703125,2688.7900390625,2698.010009765625,2698.010009765625,333700,41.0,-41.0,-66.0,10.820895522388064,11.506276150627613
2024-08-27,2696.239990234375,2700.179931640625,2681.919921875,2689.25,2689.25,264100,35.0,-22.0,-60.0,9.328358208955223,7.531380753138073
2024-08-28,2690.590087890625,2695.510009765625,2671.590087890625,2689.830078125,2689.830078125,280800,34.0,-9.0,-53.0,12.873134328358212,6.694560669456067
2024-08-29,0.0,0.0,0.0,2662.280029296875,2662.280029296875,0,-622.0,-43.0,-81.0,9.328358208955223,0.0
